block_number,block_hash,transaction_hash,transaction_index,log_index,pair_address,event_type,in_observation_window,sender,to,reserve0_raw,reserve1_raw,amount0_in_raw,amount1_in_raw,amount0_out_raw,amount1_out_raw,removed
25544250,0xa54222b89ed4996c6013e8f35fc7d6f036225474e85bfb00edd66680d53f5354,0x074d65b6ec1883defc5dca3264fdfd6f4669fe8562be473cf3e7fa41ce050264,102,528,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3914959285754993285152,7390063962868,,,,,False
25544258,0x9f36cb5e78839b0045bcf89a81933035b6eef5f8a1dc64e39167767791c0f336,0x56c49dc394c282c43d19424578bfe5a462a82e4520fa4050c74c031173b244f0,144,726,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3914955588564388457515,7390070962868,,,,,False
25544260,0x1fc702b79caa091c669dc07fe7de6e59cfb29a26b2b8bb14926bd2f6992520bc,0xf5336a6e6eb2cb613e18fb97d267f27e1fdd74e319ce265efbfcd5eb3fe15b07,246,736,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3914997315658416337337,7389992433799,,,,,False
25544271,0x475cf8b23bd0ad6505393a46b2f5c976b90a36c91f2d12ce917cb53925dc10ec,0x3b50d429db6867aec3e43c258180156034fc3899232100f62f6c64cb606c0417,84,675,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3914978829416721734239,7390027433799,,,,,False
25544274,0x0214dc3e8073d14b9025759552fd4143e85afec7d1463a302ebfef6fe050392b,0xbef9de857a65836204f1239503d9824532a01960f40f1131974745e7d5403d19,32,138,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8803669925360,4667212687264975890441,,,,,False
25544285,0xd92e841c8763980f9e75b9414d4a40c1385d320eccd88275b9758e57930d6345,0x22f4ba0bcb3362b0186ed66008c3558ca310a23cf9ab40c5af2dff43234fa987,223,608,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,21679774701839,11493402229222283622492,,,,,False
25544285,0xd92e841c8763980f9e75b9414d4a40c1385d320eccd88275b9758e57930d6345,0x22f4ba0bcb3362b0186ed66008c3558ca310a23cf9ab40c5af2dff43234fa987,223,647,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8803669925361,4667212687265001663977,,,,,False
25544300,0xba952d1c6faf0cb2436be5b7ed784812fdc6fc0f2628b65f1fbcc7913836f091,0x05d50353872d36a165a70b0cce34c80d1b8a461b74c11e203df0d482b42f33f2,4,11,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3914978829416721734239,7390027554161,,,,,False
25544308,0xc60f437e9b99c3f7dfc9a5571f077b584f68fbae4f33b4bc751e5a6d5a2cb66e,0xc42db5ab09209576c61d51468e797203fd77184ba3e68a469c73fb094a142aac,851,705,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915358574242924118508,7389312956375,,,,,False
25544314,0x1b55533fb3c6482911e5129709d703f8ebe1445aefa906e55ce9a245ac1a6f04,0x34f4c4d1c2f572e2a697e4bf7b7012d52ea695235fb9e8719b01e24e660a6e06,25,93,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8803682212603,4667206192808580215581,,,,,False
25544322,0x603766d0a3cbd98d6df16042b7912f57a22eb575c950c53b0bc66f6341b3d39f,0x2290e2c85d59e8d86992444c55a07f33b1b481744d26f301af0f2ce660e38b38,0,8,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8803532651133,4667285721635773161193,,,,,False
25544338,0x5d93596f893004421d15f3df0572e4ce9d4e2cb3a648b62d35ad0278b3a12359,0x65cd455b77d754efad9c6a2833aad517e80ee14cd092ddc5b218fb4bb03423d1,74,594,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8803532640834,4667285727112858098168,,,,,False
25544341,0xf36d6f2d316fb5a6fdf242d57af9ed2e940b5ce22e7039722695bc6cbb63a2b4,0x70657ac2715e6c36c29e8486f48e2427e4bc7ca293e50f0adce9c925010934a9,25,115,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8802124924656,4668034409597157119864,,,,,False
25544341,0xf36d6f2d316fb5a6fdf242d57af9ed2e940b5ce22e7039722695bc6cbb63a2b4,0x20eb94ed5cdb1913b7eb9328511742a5b151e2d252017c87833a231cc77bbeb3,67,254,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915813541878608734956,7388456987703,,,,,False
25544352,0x3a8d903d42f0efd8080e109eabc0e91cc658fc622f39abd236a093bdfe7849ef,0x85b318a579c37bf5a0d7048e1ba09e34fb78962a11edad0b6404aa9737726d9e,63,475,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915804030688484505412,7388474987703,,,,,False
25544355,0x42fcab5229217f37e639ea9db018137a92c2d56a5a500272d8903b057049987b,0x19aaee1e9c37ba06bf95e0b87e73a3a89112d3f5623d13f9d7ead245f31d7f45,63,108,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915801917096969155689,7388478987703,,,,,False
25544374,0x21c663f0975f2694a848f668b9252276efe5d1d0ab8be40aa77d5b09cb93b0e3,0x0b91ee1bb0ed7d410e22f58d86cc6100d93aa9aa92042cf608669550b83df449,85,226,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,Sync,False,,,1667908843570,1665619902038,,,,,False
25544383,0x702d98b0c2cb7767f1866b8c1c954db52986e1d4c757688095c6d49b81e59c25,0x2908091adb405d551b7b19a376fa2b69d5b05eeb33039bf0daf0b2844a9e3952,66,91,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915799803507738898735,7388482987703,,,,,False
25544395,0x95bf338167b81a98d3933bbcbd0293174760c0285e82b121f47405c184645913,0x517f19ef55110d75df55f9088e078f8a3156127f184ce565583014304dd85162,100,494,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915797689920793730843,7388486987703,,,,,False
25544396,0x2699dfa309ec825d431cc372ad608d9c102ed86f721f8df01c141b0c2aef4baa,0x954fd1e313c90f6dcdf24175e2f44931cb230bca43bae62633b702950dc78602,89,266,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8802125284294,4668034219442382282310,,,,,False
25544410,0x5334550acd46c5fd07955a7396f9fd2f8613084261749752a35c25de237746bc,0xc0302f9c3a8ff56c677b435ed0c1b7b8990d7c857e504c184ffae8a74001743b,4,23,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8802105714296,4668044629259266888559,,,,,False
25544423,0xdea90694297812488c44ad19befaf410b82123293acacaa4ce676139afded18c,0x072b0ed8fbb479dabcfc1aa0fdd4ae45e06640851c73d72351d16a002b7606d5,33,168,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8800522022311,4668887191759266888559,,,,,False
25544445,0x0e3a8b75e1326daa154251b6091f6d11d24ae9661cbaf592dc00da0a3431c16d,0xa2b84158585584f6e79251de6ebde8b08e603be3fba842a5a4d5fbd3b455c8ff,43,77,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8800489155015,4668904681178653832895,,,,,False
25544458,0xac966d89c2fca7006536eee069f97c6064f66f0a6778a78e8aa6cc8d651572e9,0xa5193064d78da95f066a6f541eeadff6f6813fb8aca691dd72ad00b4dca6161f,37,109,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8800551053823,4668871940883205870395,,,,,False
25544467,0xfe9ff630e640e4503269b47cfbfdee293dcf1a496d9ba156f6ada544925e48b3,0x1765d37285820147c0213237c7c428c87e94d3649c6b4d11ee46dc0bea5f922d,130,362,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915797213218483055311,7388487889871,,,,,False
25544475,0xd2bbaffa1c5b47b4306859f26e41522cf8ad26f170682a277e036946655827f1,0xda24efa429ee745e561cbd3bac9be9acc8b520d9bd4e0f65deec803937fe9ab7,115,193,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915795099634338354982,7388491889871,,,,,False
25544499,0x3be7357767f401b3f7868cb98f063ed3dbdf2b3dc71028d0eb03d81108fca939,0x8d4320cf46163a5137b811868bc9e367bc9e4757b4fc2a4311528083d24cae6d,51,145,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915791400867581350125,7388498889871,,,,,False
25544517,0x6b1e09b9477c1f0d3755a3dbd28148fe32cb664c2e997db2cb053b6eb4636072,0x1daf72369e97151fb4a59fb08d368f043edc1cb7c84c454f22183e849031c0ee,94,313,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915698972066333320873,7388673817769,,,,,False
25544529,0x6bf6de41b3f5ba07caf41d93c5ec14fca304199c7eecabc3ec893fabcde50843,0x6f0cbfa713c79bb2228f5e35df1b936b3771cd1170d502c322ed42cc76ea659e,3,32,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915697316072168161662,7388676951928,,,,,False
25544530,0x63e8291d264c174daab37ac48aa0a614dbdea934fb0d2ac2fd43587bb408a5ff,0xc24a9488ee35538bbc5ae8e9927541d95bd55ed7a293d8046619beb29174c82f,9,38,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915128977890735290291,7389752753761,,,,,False
25544530,0x63e8291d264c174daab37ac48aa0a614dbdea934fb0d2ac2fd43587bb408a5ff,0x7f5b29ff191833ffec5f7b5f61e706d54f729ad0cbee8e251e1200cdc1809e23,144,917,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,21667502228661,11495052135453969240855,,,,,False
25544530,0x63e8291d264c174daab37ac48aa0a614dbdea934fb0d2ac2fd43587bb408a5ff,0x7f5b29ff191833ffec5f7b5f61e706d54f729ad0cbee8e251e1200cdc1809e23,144,955,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8800551053824,4668871940883209753879,,,,,False
25544534,0xa3b6f665e51e804cafd4e33690db226d118e472838d212d0e841a33912f4392d,0x0842355f8d533a6d000aa87f8e977e0c2af1e7a02f395fd6c1947fd126e58189,45,42,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915126865028984971362,7389756753761,,,,,False
25544540,0xd16f8d3b00104569a6ef5a6eca17a72c25d1cade1b2da0de6b0073959c984b56,0x3068e44f0fc8b87dcee1cfb3b38ac809d07695396301a0ab874c2bb2bd72872d,109,653,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915109409943960466306,7389789799316,,,,,False
25544549,0x8a0db96d119e6a8daa81f5495cae3d8d0b67fb3face40e1e49cec1871ba4ec26,0x70f1709f77bb5a2d744c15347385bae620e0ac1e314fc5262653ea51b6a485b3,61,202,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915105712474409994387,7389796799316,,,,,False
25544550,0x1b0e22914b2d8454a6b9d990cf60353e91a6cbe549a3580644b7083547be6d52,0x0e11231b6ddf19b10fe0ed0fe4e54aaaae65cb5cca5d3ac72c3f92d22f3e007e,1,126,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915103864161656852703,7389800298522,,,,,False
25544557,0x7c020aeb62c9582e2756c9e59aa0d59ef698a9db49038d7dafe70b0db156ebdf,0xdecf9808aebb9274bb4ca84095945eecf1e6e650b5b56d2b1fccb7066210b3d3,18,109,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8800601915900,4668845038618989602763,,,,,False
25544557,0x7c020aeb62c9582e2756c9e59aa0d59ef698a9db49038d7dafe70b0db156ebdf,0xdecf9808aebb9274bb4ca84095945eecf1e6e650b5b56d2b1fccb7066210b3d3,18,135,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8800651970924,4668818563528535577655,,,,,False
25544563,0xabb758210215fdfd9e2bff40f3bc0626bf9c25ef9e82d9d58ba5104cb6defb8a,0xbecabcc9ca0cbb26f913348c26783b4134b05eb97dccbe0dfa82f3681e1907a5,9,76,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8800766096345,4668758201463877358309,,,,,False
25544563,0xabb758210215fdfd9e2bff40f3bc0626bf9c25ef9e82d9d58ba5104cb6defb8a,0x4f94e6b51e4c2d964ab69cff232539a8944c2bf8d27e2b84e6f14455da7e4b04,10,96,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8800779848758,4668750927782191087816,,,,,False
25544563,0xabb758210215fdfd9e2bff40f3bc0626bf9c25ef9e82d9d58ba5104cb6defb8a,0x237b87fe43ec235753a7e9409682c6443dbc6f173a9c57b1d818afae6b2ef0fd,96,283,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915096469250521198814,7389814298522,,,,,False
25544607,0xa98f0c1350543608c7635a2a6cf39687db2f1873f6e4877ed5d29adc206a7537,0x4f2c12f356c1c2d9d3388e26f5ca87c4812ac578b9e8ad71f70dcc9f714decc2,50,125,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8800779923445,4668750888280133477631,,,,,False
25544620,0x98559191d34be7dc5d0e753771bc5627a7a90cdb28774a2059ee40a284802947,0xe66f645ead4b3d1c6e2cef4839755151096dc99fed0196d75821f5a64f39067a,7,20,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915899989250521198814,7388302499535,,,,,False
25544630,0xa398b6de8b6838ad03cec728ae7713db8a4f44be18853ef456b7fa4cb0ec8de5,0xe9e98d6b38cc879aa0829346731e471116466d4fe474f3ad1f768fdf9b847612,57,126,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8806423111337,4665768105289448538182,,,,,False
25544636,0x7efeec8dc7ccbfa0a0e5987fb14b5e909abd954ae6d69fd6538e7bc710e00039,0xb67476996749e0602ec4b32baa265613eb799a7c2cec480de8f9519641f331a5,23,84,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8806438748997,4665759845104753635562,,,,,False
25544643,0x605307212c584db31b74a6dca43d2261c448efdb93bbb0f29c6fc3eed3300122,0x708da7428acd6b2b5794706b91743a6d56ef6d93b8d523e48adbf8e586c873c1,14,110,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8806438738698,4665759850578241117821,,,,,False
25544653,0x3fa6121246f8069b157de5ed1829451cc3d047842b963cc101c44ed3e762ccef,0x872c81feea1b3a6731ee111ea1a9a9c92255677d45b9520d875b4c8dff6e3926,33,156,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8806425431099,4665766922334451765535,,,,,False
25544656,0x066bbb2fed04bf6c76cba126e026dad96e64e03a94c1228b96b1d504462b1c15,0xb8eae1ceaff04af50bf125e010ccb07d440988c3140cabaf38d233fb329aa805,297,620,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8806420796114,4665769385405080359134,,,,,False
25544666,0x8f454ec192746691aae1a4dba82e28fb98f0d80181a412203bdf672b935cb05e,0x982eb778d98e1c2ae1a2418c2beda4e8e3edb0ae02280c2911f2c083e3e8a416,1,59,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915892798595269243928,7388316107312,,,,,False
25544672,0x7000746f9c865b2f0650feae63d1988cc7b424936ce3f088e7ea935ba3894d88,0x3b1b6e320e3cb03181c46cd0e22618c21cc6c3b5e867983ae25339b4a316875b,26,83,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915684611590894370394,7388710107312,,,,,False
25544674,0x9b5e2935ffbd603f234e97f26ddbba9e537de2d28cc5a3a9588d3bfb10be5e2c,0x45e901e9f1c1293e760973a644149cb35efca8c7e6ac074e7d34cf8ea8356146,32,156,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915784977081389547335,7388521295398,,,,,False
25544680,0xceb3e8346e1b41e97a91ee9fe5ee27004ee771b5f83d5883994e6bd530eaf5af,0xe04a722e9e87da7333ad07de5b8cbd4eecc1a65946b2082731b766055c9da641,212,763,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8806420785815,4665769390878590191637,,,,,False
25544727,0xfc7ee0fdfe23c94d6ec3b089fbca62b4f126ea02285c2ec8dbd6421734440686,0x782f1998046c095947d37a61dad9b4ebba8406f92f1afa4d9a6bff7c3af3dfbe,144,425,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8806461824776,4665747713171975389397,,,,,False
25544735,0xc9cbfc323f8f34ab21b01b9937a246c12b8c3785da7b02af5038cfe024823a65,0x6c3879cd060d0e8c95036b412fd2c12c2b14511b83e56b43b0c0a4ad04bfc46c,79,321,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915776831877949682817,7388536710499,,,,,False
25544738,0xbfa129f9169fbc9bc658a84bb6dd2dc4f93dfea2f7a17bdccc05606ca2b19606,0xb92176ce47c44171e40444483eb42e8e31f9f8eaa3a170bdda0f6cde4a7f02e5,134,952,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,21690779301767,11491982357706510985043,,,,,False
25544738,0xbfa129f9169fbc9bc658a84bb6dd2dc4f93dfea2f7a17bdccc05606ca2b19606,0xb92176ce47c44171e40444483eb42e8e31f9f8eaa3a170bdda0f6cde4a7f02e5,134,991,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8806461824777,4665747713172172821745,,,,,False
25544744,0xb8d9e869e8e91f1955b846fe06190fc3335fa58ac19cc03091b76610053b13ba,0x5b90ba437d0cc59c7e0f69dc541d815fa49ab59d1f48394d87f377240a26ee98,82,276,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8806359339812,4665802174703578361919,,,,,False
25544767,0x910798900e186508998d7f64d18360cb114342e23c3389e03332fcc8c93c255d,0x2fd6c8419da49f0b0a35107dba0c59332af546fe2719c46a03c3a7f4d69285a4,57,373,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8806358313898,4665802719891078361919,,,,,False
25544775,0xa553a208b2391e1fd787e57c37841d80c2473cb38c6cfa067f7984fee4d1faaa,0x5f10a217820a58a59ff7ac0ea3a72fd2c6963c5c03bc2e78fddff92a815a5523,120,456,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8806281578918,4665843498464922244507,,,,,False
25544779,0x1bd44e79f3cf5830b8e9302ec5a4e74f6932a729348366e07499ad1d54350242,0x8e39bc6f31e410cfc438c938d95b7ff36af168ad611d088c8e5945539f38f0a8,99,190,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915774718318771657079,7388540710499,,,,,False
25544782,0x9c0e0eb8ee9ef79b57efb47447c4a28152d38e38c233f60ab0bb52f05a90f4d7,0xa7d92c0149d56ae57c520020408ce9c6f4818dbba26106f3f924d9d5c186a18d,102,206,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915785187660663712804,7388521015573,,,,,False
25544786,0x1d932be27d8c51d11b08c318a89d9b23046ec34a0a7ece361c973ee0514792c0,0x008b3754502b755229363e596f220f8ada26e81aae5cb1115254981979012bc0,148,275,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915756126298216074085,7388576015573,,,,,False
25544799,0xf19200378dab6fbda9b31d0d436ceba338a0350656dbd67200c0a6c24472a87f,0x315c9e081665c835160804654ff6e34e93ab8a91b49c7576807414d79500ff72,72,128,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915749785694784870266,7388588015573,,,,,False
25544803,0x9b3a12a29500a2cc2926346d7baf3ba71a2a8cf4de00a500fe17a84428aa339a,0xd84a5c732284bf7f435ab6aa243b061bc3578b4c581346c13ecb471ee396511c,12,113,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915731292385486829117,7388623015573,,,,,False
25544805,0x2985cf908242f11a4538849935f931d0f46394e6e6c66091f03e80a37a20e8b0,0x0deda9cf9a1ae56ee8de26aa685487c3285f4eeae570409f78f51c2e0d629365,140,217,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8806279935061,4665844372053077010771,,,,,False
25544819,0xa0c51dbd3f99aa0d1d23199f35f696495e6ad0e952faf3c2ae49aae9ece1426d,0x8feac260d314606647ec5ff2af5cd33003f73b785ae31e19f1c679d3703f5139,52,313,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8806216075075,4665878309141164597521,,,,,False
25544820,0x422020ca2384ba6cce15fa958ca9b8b2c642b147e4d08e08d83e1a9f72dd0757,0xda3463a813ec1f84f13f3e4e9dc1b423338b631dbcb1f67583d78e57134816b5,24,102,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915798843064750963800,7388495938257,,,,,False
25544820,0x422020ca2384ba6cce15fa958ca9b8b2c642b147e4d08e08d83e1a9f72dd0757,0x54709d3c36121dceb69e18d33b4e32fbc89dd87eb946d747eba6e8b0a8c65627,56,174,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8806214431272,4665879182713772746212,,,,,False
25544828,0x93dd5905024a8997487a60cdb21acbbc1903bde82b51809b3eed63181d8dc835,0x4273b996808fd64020fc56760576b6927495efefb4e0ad79ac416a35c5044770,139,240,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915795144296484672770,7388502938257,,,,,False
25544828,0x93dd5905024a8997487a60cdb21acbbc1903bde82b51809b3eed63181d8dc835,0x5ae2fa93faac9e72d384812376a6ad2c139f270083a51233b7a7cd4e09862d70,149,263,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915772605878432849983,7388545592993,,,,,False
25544840,0x3b964a6e245c4606979c566dbeb3c74bc2cb94f171d56439f8d1fde50611c84f,0xce96827cc7cfaadd3ea1c15d96feb9e0f0574d0fa7334e7524ea1adf7afac8a7,19,122,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8806289606272,4665839471868485015917,,,,,False
25544865,0x318de337b006c4325030ca2d72ff01ce92c73fa2ab3d5a210c5688cddbf29ce6,0xc36d6e92da56839a1d46a250979c26ad69415317409cd3b07aa31b4115f083ee,86,365,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915759396201139544301,7388570592993,,,,,False
25544871,0xa6e80e1e21bb8e03bb015eaecbbd5026ddf3c0d2e6978328d6199d1da5d4adba,0x75c4f790083faccae8f1c91ef5072f1492cac721d0e9e3e6ec13dd7e8e100d88,145,467,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915740902802845036766,7388605592993,,,,,False
25544876,0x6101bab3cafc98875391de8d3deb7b8b008d83959e3112ae6404487e6f07a10c,0x962bce038cecf1a5c11ebb3b2320007271c3d72e1dcf1a3b06d33ec3022b3f94,406,415,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8806279821273,4665844671864003085936,,,,,False
25544880,0xe52d8316598654531e69be70cfbe902f0809a111aede94d0e5351f1b28c7028e,0xc4e4a6e8bfb43c7e8eb7478b5d789ce2b49c9060a6d8a30e38fee811b65cfe20,39,151,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8806198142296,4665888078583035328528,,,,,False
25544880,0xe52d8316598654531e69be70cfbe902f0809a111aede94d0e5351f1b28c7028e,0x67931a0be85c1c65041067ef629c0797377b3c24661f691b36c8219dd13d9bcf,70,251,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8805950829583,4666019513073035328528,,,,,False
25544883,0xa1b4b98379deefe289b747571eac32c7b4c7beb05b7ed54bb0250f38c045effd,0x2cae6d001e12564640e43bd19e5eac7f2252c6f9cc9e5f66f828425152123bf9,30,84,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8805999007328,4665994061797505646146,,,,,False
25544884,0xfb38e5a3bcbc8026dc2141638b78c85f738fc42b196220c4658f199a8640ddcf,0x3da85e98d24adb1d550065777a094bb3bfb567408316fe9660fbac01e666a0eb,93,251,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8805998575183,4665994291465625979477,,,,,False
25544885,0xdab8641dee1727758e4c417f89ada906aae3e6310295bef91b6355a27cc0655f,0x3b51cdc0ba0e87da8ac772842cc97e52c4d1f9f89f38eb4eecd7db09ba9a1048,15,98,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915905786724059887592,7388295420151,,,,,False
25544889,0x54928950a90dd3310bd1aa40c5efa476506203ed6442ed9cc8da7e1fa86c3104,0x53d7518f40f81ad061bd143023c7d45d17fb3a17b75bb25831c4e619228db4de,51,215,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915932162943082076311,7388245804717,,,,,False
25544892,0xa7434fd5056d42c3456375f6508f75498ba5524e542c500940be353deaab5031,0xa0c7691a3b7a6b12127761e54769c25676c76d9338d1369975165c5cb8accb27,2,6,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8805998246699,4665994466041852574024,,,,,False
25544893,0x79567de873111338da4cbe50a07c357151720485e21c21aeaf2e27a6f0aa30c0,0xd17c5e4e4990d723957d77552c27e663d15eb83a49e5294a5c2d8f69dea5c4fa,54,90,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8805955170030,4666017359674391688009,,,,,False
25544898,0xba8045a35e8399a77a94c8f71e55c73fcf555c7ac04e089dbf2675f92d10e7c4,0x62662efac4a083215d1e30ce891faf4f05264a808202122fafdaee0e981a1e00,88,200,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8805954689853,4666017614872226118009,,,,,False
25544900,0x3a93a455c9b6b932aaa7ee26a9c5b246ee83171c3afc28620d41245359bcda78,0x54444a6fbee779df503f3735da8f5a62a05e32e6a264e4dab9ad3aa01b978cd0,99,234,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915922651192964958927,7388263804717,,,,,False
25544905,0x2acac4e3444e4cd7a77a40b427053b60ae48a823197e6cbb01258b35dae60d69,0x8b1a58c04e5cc9e7d8bb322c59b1300d38bc1580fda16c0c18c5d94806b692f7,132,284,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915948908427463955895,7388214413523,,,,,False
25544921,0x917335fd5876d70bba83a870f4959de04697685a7b66722ea6fbd3849aed6995,0xc4f77af0410e7e89856ca88aaa17ddfd67b564d18c365a422ce9e0b5d696031f,54,53,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915946794683202742733,7388218413523,,,,,False
25544924,0x5a149ab7a1663bb4438c9ba6aedf2710a4695e8d2ae6bc4bcd4632c9ff992100,0x0fd31b90516c5cc8c40f101af50368fc917c7bdc8311ddddbb0b55885a595140,135,264,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,False,,,3915920373072515061190,7388268413523,,,,,False
25544926,0xb81098657e5b9b031d173619f651185384699aca852ee301a0563c9f58228b0b,0x98a0753daf6f2b04328861a809d5c4d620569a9092690aff46cefb64301cf3c7,45,78,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,False,,,8805940671554,4666025065121267977036,,,,,False
