block_number,block_hash,transaction_hash,transaction_index,log_index,pair_address,event_type,in_observation_window,sender,to,reserve0_raw,reserve1_raw,amount0_in_raw,amount1_in_raw,amount0_out_raw,amount1_out_raw,removed
25545646,0x41ce0bc5e9445f4cd41f421b4ed431e7a732c9bc530a38f6b82c2b05fd912d0c,0xcade149a451f1a8eb7e17d4aba5a4db5bb24ead6530c0a3bd42e6d173e0d09c2,56,278,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,True,,,8790508547154,4674318934446076277809,,,,,False
25545646,0x41ce0bc5e9445f4cd41f421b4ed431e7a732c9bc530a38f6b82c2b05fd912d0c,0xcade149a451f1a8eb7e17d4aba5a4db5bb24ead6530c0a3bd42e6d173e0d09c2,56,279,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Swap,True,0x681878dc5abaa70d182b3e1c4d6a3fd1e16922c0,0x681878dc5abaa70d182b3e1c4d6a3fd1e16922c0,,,1049347,0,0,556312318085328,False
25545652,0x2c3948d7d2eebf1bf2613d495ad90fa6905882b08dbba3b88e4a05cb492dc478,0xb0feed8028a248113e518acf08f3d684d589ff5c34addc5c9cedc307ab8fabb2,56,386,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3922139219611680555391,7376765498482,,,,,False
25545652,0x2c3948d7d2eebf1bf2613d495ad90fa6905882b08dbba3b88e4a05cb492dc478,0xb0feed8028a248113e518acf08f3d684d589ff5c34addc5c9cedc307ab8fabb2,56,387,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x5597278e3baa59d53e256db5cbabc9b491499ce5,0x9b533f1ceaa5ceb7e5b8994ef16499e47a66312d,,,0,7000000,3710655516146108,0,False
25545652,0x2c3948d7d2eebf1bf2613d495ad90fa6905882b08dbba3b88e4a05cb492dc478,0x9498a4a03273a945ba27686407a2e73dc78e243ef5775d170977ab811ec46202,70,442,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,True,,,8792549317492,4673237268585999915160,,,,,False
25545652,0x2c3948d7d2eebf1bf2613d495ad90fa6905882b08dbba3b88e4a05cb492dc478,0x9498a4a03273a945ba27686407a2e73dc78e243ef5775d170977ab811ec46202,70,443,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Swap,True,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x43de4318b6eb91a7cf37975dbb574396a7b5b5c6,,,2040770338,0,0,1081665860076362649,False
25545659,0xfcbd0f96c391ef3a1d9c2206ae95dc6946ec833e4134c3c6c74db3d5d74a06cc,0x8a647156b6228938785269f6191624dc52977f331c44ec1141499dc5e738de7a,161,501,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3922137099240258285174,7376769498482,,,,,False
25545659,0xfcbd0f96c391ef3a1d9c2206ae95dc6946ec833e4134c3c6c74db3d5d74a06cc,0x8a647156b6228938785269f6191624dc52977f331c44ec1141499dc5e738de7a,161,502,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x5597278e3baa59d53e256db5cbabc9b491499ce5,0x9b533f1ceaa5ceb7e5b8994ef16499e47a66312d,,,0,4000000,2120371422270217,0,False
25545663,0x5643d3175e218e8f9d0be672693d7d3b0b1382f95f85cfcd1394b66764304401,0xfc7b2d16e78d0db302167d3f0c1e7eb1125ddaca81b7cba059255935d1e815e1,136,300,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3922164841445082907528,7376717477744,,,,,False
25545663,0x5643d3175e218e8f9d0be672693d7d3b0b1382f95f85cfcd1394b66764304401,0xfc7b2d16e78d0db302167d3f0c1e7eb1125ddaca81b7cba059255935d1e815e1,136,301,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x85280c0765d3355200e650fd907fa8286c2e11ab,,,27742204824622354,0,0,52020738,False
25545667,0x3351dae486bbf1b1aefebf18e340dc0be688d6487cfa8599a9384c295e807d8e,0x5511eca8ed589446a7e0a9a58f9ce951cd8b8b6129620f01e79fad23a8b0424a,155,557,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3922157420058343569233,7376731477744,,,,,False
25545667,0x3351dae486bbf1b1aefebf18e340dc0be688d6487cfa8599a9384c295e807d8e,0x5511eca8ed589446a7e0a9a58f9ce951cd8b8b6129620f01e79fad23a8b0424a,155,558,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x5597278e3baa59d53e256db5cbabc9b491499ce5,0x3e3b383801169aeab967adf459ec9196b21474d7,,,0,14000000,7421386739338295,0,False
25545673,0x3dee4d2297878918459272e94c42ba417c7d558ef9fcb28297c1d1f7887fe3d2,0xa6848d554af92540157fce1b9742e76677208306f99d7e3a922bd3f9f6aa41c6,4,297,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3922149998699731422294,7376745477744,,,,,False
25545673,0x3dee4d2297878918459272e94c42ba417c7d558ef9fcb28297c1d1f7887fe3d2,0xa6848d554af92540157fce1b9742e76677208306f99d7e3a922bd3f9f6aa41c6,4,298,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x5597278e3baa59d53e256db5cbabc9b491499ce5,0x9b533f1ceaa5ceb7e5b8994ef16499e47a66312d,,,0,14000000,7421358612146939,0,False
25545674,0x0890985bf4294f2f0e46a7c8fef565486614b3582bf2d538ee1fae457cdf2f9d,0xc06168acc7aae55c321d1ead4948eb4774cfc1e6a9529022563e0d559b82c1ea,68,101,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,True,,,8792552203105,4673235739485182047667,,,,,False
25545674,0x0890985bf4294f2f0e46a7c8fef565486614b3582bf2d538ee1fae457cdf2f9d,0xc06168acc7aae55c321d1ead4948eb4774cfc1e6a9529022563e0d559b82c1ea,68,102,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Swap,True,0x681878dc5abaa70d182b3e1c4d6a3fd1e16922c0,0x681878dc5abaa70d182b3e1c4d6a3fd1e16922c0,,,2885613,0,0,1529100817867493,False
25545679,0x1fff2a80a0ba9d1d331b69f300a857bf8c5e17ad45192fd45279dce7ce56b11f,0x6b3a8fd7f29d02815442b586cfd50ead9b21221c452354cc0d0b3c464c7d3056,2,37,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3922146288030978277315,7376752477744,,,,,False
25545679,0x1fff2a80a0ba9d1d331b69f300a857bf8c5e17ad45192fd45279dce7ce56b11f,0x6b3a8fd7f29d02815442b586cfd50ead9b21221c452354cc0d0b3c464c7d3056,2,38,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x5597278e3baa59d53e256db5cbabc9b491499ce5,0x9b533f1ceaa5ceb7e5b8994ef16499e47a66312d,,,0,7000000,3710668753144979,0,False
25545680,0x4f4e3bfa33839457ad873f30084fa7e7bd9c0765e4287a6f029ce1fcd2a49933,0xc413642165dc3a19f15eb3a528085381db80d85fd613b68a7de99c62c6c9cccf,391,1015,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,True,,,8792544966350,4673239597392614702214,,,,,False
25545680,0x4f4e3bfa33839457ad873f30084fa7e7bd9c0765e4287a6f029ce1fcd2a49933,0xc413642165dc3a19f15eb3a528085381db80d85fd613b68a7de99c62c6c9cccf,391,1016,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Swap,True,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x5268431292f7b423e622832d21644ff81d16502d,,,0,3857907432654547,7236755,0,False
25545685,0x27559b7403a567462ba051e1bc3c589f48c8f1db3e53039251822f6f7947190b,0x025599633c6ffb6a91495f923a648c097779fb28947460789e8e37b26d184820,425,693,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,True,,,8792452266379,4673289016223975103487,,,,,False
25545685,0x27559b7403a567462ba051e1bc3c589f48c8f1db3e53039251822f6f7947190b,0x025599633c6ffb6a91495f923a648c097779fb28947460789e8e37b26d184820,425,694,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Swap,True,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x423d607bd4e213e9b64a54b324ab7f632feec647,,,0,49418831360401273,92699971,0,False
25545694,0xe784402bad4956cd9f81bfd86efb86a49726496d606e1785169711e7927c767c,0x85e4ffd29fa198fe08bff75f54cbdd0a7f6b05ca308a5187730fc415cc936135,32,486,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3922142577369256870161,7376759477744,,,,,False
25545694,0xe784402bad4956cd9f81bfd86efb86a49726496d606e1785169711e7927c767c,0x85e4ffd29fa198fe08bff75f54cbdd0a7f6b05ca308a5187730fc415cc936135,32,487,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x5597278e3baa59d53e256db5cbabc9b491499ce5,0x9b533f1ceaa5ceb7e5b8994ef16499e47a66312d,,,0,7000000,3710661721407154,0,False
25545694,0xe784402bad4956cd9f81bfd86efb86a49726496d606e1785169711e7927c767c,0x3cc15a4241754ac5f361d3a880f2a2ce8a8a0db367aff4cb824c22ac95d2cc3d,41,521,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,True,,,8792452559003,4673288861158103866076,,,,,False
25545694,0xe784402bad4956cd9f81bfd86efb86a49726496d606e1785169711e7927c767c,0x3cc15a4241754ac5f361d3a880f2a2ce8a8a0db367aff4cb824c22ac95d2cc3d,41,522,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Swap,True,0xae0562f6349e1b574a75248bd53848a3039751aa,0x9886202afd85a4ded704deb370dee516ee558661,,,292624,0,0,155065871237411,False
25545694,0xe784402bad4956cd9f81bfd86efb86a49726496d606e1785169711e7927c767c,0x3bda8fd945c14450953885a59206b7f16a3e3efca39f23bb19f993c1c6d096ef,161,737,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3922135156066898625965,7376773477744,,,,,False
25545694,0xe784402bad4956cd9f81bfd86efb86a49726496d606e1785169711e7927c767c,0x3bda8fd945c14450953885a59206b7f16a3e3efca39f23bb19f993c1c6d096ef,161,738,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x5597278e3baa59d53e256db5cbabc9b491499ce5,0x9b533f1ceaa5ceb7e5b8994ef16499e47a66312d,,,0,14000000,7421302358244196,0,False
25545695,0x750e4aef934f140e4a82b1ccf1f8d2e78a91c3f289d2240d49ac7ab9a9380891,0x39692e8372cd1ac747903b2964d0d79b720598b38e4d6c4145b47a3ea6936e2f,84,336,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3922134564310953996738,7376774594071,,,,,False
25545695,0x750e4aef934f140e4a82b1ccf1f8d2e78a91c3f289d2240d49ac7ab9a9380891,0x39692e8372cd1ac747903b2964d0d79b720598b38e4d6c4145b47a3ea6936e2f,84,337,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x7f54f05635d15cde17a49502fedb9d1803a3be8a,0x7f54f05635d15cde17a49502fedb9d1803a3be8a,,,0,1116327,591755944629227,0,False
25545712,0xe18213dea5765a721fef00af0fcdccfefb073d26ce71cc13ecfc47bb88b6c769,0xc2ba40b95f9c480db54f4f504a4fcc823520404923e2869f8bfa4bce18213741,60,496,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3922125022680698193594,7376792594071,,,,,False
25545712,0xe18213dea5765a721fef00af0fcdccfefb073d26ce71cc13ecfc47bb88b6c769,0xc2ba40b95f9c480db54f4f504a4fcc823520404923e2869f8bfa4bce18213741,60,497,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x5597278e3baa59d53e256db5cbabc9b491499ce5,0x9b533f1ceaa5ceb7e5b8994ef16499e47a66312d,,,0,18000000,9541630255803144,0,False
25545716,0xfb6762c545907bd3f9d39677b89bc8ea421e2e717c3c2d5a857ea628ad37a4c9,0x908999a71fadb0b36dcf7d547962ca81edb4bc2f38e36c6d6bb00ea1c715e54b,40,122,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3922121312059274614199,7376799594071,,,,,False
25545716,0xfb6762c545907bd3f9d39677b89bc8ea421e2e717c3c2d5a857ea628ad37a4c9,0x908999a71fadb0b36dcf7d547962ca81edb4bc2f38e36c6d6bb00ea1c715e54b,40,123,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x5597278e3baa59d53e256db5cbabc9b491499ce5,0x9b533f1ceaa5ceb7e5b8994ef16499e47a66312d,,,0,7000000,3710621423579395,0,False
25545718,0x21e84c54cbe49387c08e11e9160594bf5151b7fe3a9c376356a0740b4f2d8921,0xe8078abb593957a533246e0425b2fce7fc23ccc6cb9e24bc787f1b5b8067eb7c,115,133,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3922123791084274614199,7376794945465,,,,,False
25545718,0x21e84c54cbe49387c08e11e9160594bf5151b7fe3a9c376356a0740b4f2d8921,0xe8078abb593957a533246e0425b2fce7fc23ccc6cb9e24bc787f1b5b8067eb7c,115,134,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7aef4633a41411b50e3e88bdb6641462524618b6,,,2479025000000000,0,0,4648606,False
25545719,0xd2cb72b2951229050ea3de9ae5713284c09649adadd2c8f59079b3616f3a7088,0x1c1585a4d2a814e0f09ea899a31c63ce78bd271290e083a8a94bbc7b3cdccd5b,533,1015,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,True,,,8792198406717,4673424356388655118208,,,,,False
25545719,0xd2cb72b2951229050ea3de9ae5713284c09649adadd2c8f59079b3616f3a7088,0x1c1585a4d2a814e0f09ea899a31c63ce78bd271290e083a8a94bbc7b3cdccd5b,533,1016,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Swap,True,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x423d607bd4e213e9b64a54b324ab7f632feec647,,,0,135495230551252132,254152286,0,False
25545725,0x8c9b16b0805c3a9f620b78a8d593a0aafc02a5c86a5b46a45a5b5f23c3d0aac0,0xc3f24cd34c26ef08a6c39bbd8e74ac9065042142e07df1249e61120cfe125969,64,138,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3921454306453670805175,7378058130216,,,,,False
25545725,0x8c9b16b0805c3a9f620b78a8d593a0aafc02a5c86a5b46a45a5b5f23c3d0aac0,0xc3f24cd34c26ef08a6c39bbd8e74ac9065042142e07df1249e61120cfe125969,64,139,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,,,0,1263184751,669484630603809024,0,False
25545725,0x8c9b16b0805c3a9f620b78a8d593a0aafc02a5c86a5b46a45a5b5f23c3d0aac0,0xebad840496c6676910533d3379847ea7467be564c2a3f68d94aab67719b5e247,65,146,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3921480078558490796831,7378009786825,,,,,False
25545725,0x8c9b16b0805c3a9f620b78a8d593a0aafc02a5c86a5b46a45a5b5f23c3d0aac0,0xebad840496c6676910533d3379847ea7467be564c2a3f68d94aab67719b5e247,65,147,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x85280c0765d3355200e650fd907fa8286c2e11ab,,,25772104819991656,0,0,48343391,False
25545726,0xb5950bb416be7dfb6a9dcd654d7794f3f731d49144cca841dbca26a67808747c,0x3cea1edabe017a499797c357976a0c5462f2ab745281b2efcbc6b3008206e746,17,59,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3919947878817641223967,7380902331198,,,,,False
25545726,0xb5950bb416be7dfb6a9dcd654d7794f3f731d49144cca841dbca26a67808747c,0x3cea1edabe017a499797c357976a0c5462f2ab745281b2efcbc6b3008206e746,17,60,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,,,0,2892544373,1532199740849572864,0,False
25545728,0x99f8667f2cbdcd210026b2b4da3571fea582bb72026c7dc76ffb1ca7e0209c84,0x6aae88eab57a8c41988032074b7d64973e7f7aa4b965149e23c3c7856529344d,103,114,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3919940465831184161487,7380916331198,,,,,False
25545728,0x99f8667f2cbdcd210026b2b4da3571fea582bb72026c7dc76ffb1ca7e0209c84,0x6aae88eab57a8c41988032074b7d64973e7f7aa4b965149e23c3c7856529344d,103,115,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x5597278e3baa59d53e256db5cbabc9b491499ce5,0x9b533f1ceaa5ceb7e5b8994ef16499e47a66312d,,,0,14000000,7412986457062480,0,False
25545728,0x99f8667f2cbdcd210026b2b4da3571fea582bb72026c7dc76ffb1ca7e0209c84,0x97a155fef1032e130f64aa5c22c49d3afee9035a5831b40a7c2a0ff5079766e9,210,412,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3919912270969266403756,7380969579866,,,,,False
25545728,0x99f8667f2cbdcd210026b2b4da3571fea582bb72026c7dc76ffb1ca7e0209c84,0x97a155fef1032e130f64aa5c22c49d3afee9035a5831b40a7c2a0ff5079766e9,210,413,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x7e3651eddcaaa8a50a2d11000c75cad27f3a5910,,,0,53248668,28194861917757731,0,False
25545730,0xd709cc30ffce2e0921d69f2c78b8006dd820afa279d3ecf894504274da862f24,0x434e67fe1a2a23ec7a5e7641cfb74ef340b05077193a951fcb6553e0a441487c,4,14,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,True,,,8793362591977,4672807481922052609152,,,,,False
25545730,0xd709cc30ffce2e0921d69f2c78b8006dd820afa279d3ecf894504274da862f24,0x434e67fe1a2a23ec7a5e7641cfb74ef340b05077193a951fcb6553e0a441487c,4,15,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Swap,True,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,,,1164185260,0,0,616874466602509056,False
25545731,0xa0d2803553bfd5b81cb49b1452b6cf513bb9a24f85abfafce4093bd295f3db86,0x5aa0742664404f0bf52d6f680f4681454f181e795f372d967802ed16c809836e,49,178,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,True,,,8793363002762,4672807264285107169273,,,,,False
25545731,0xa0d2803553bfd5b81cb49b1452b6cf513bb9a24f85abfafce4093bd295f3db86,0x5aa0742664404f0bf52d6f680f4681454f181e795f372d967802ed16c809836e,49,179,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Swap,True,0x950fd558f47e234a2fde23b7d61f7ccdbcb4a86f,0x950fd558f47e234a2fde23b7d61f7ccdbcb4a86f,,,410785,0,0,217636945439879,False
25545734,0xe4a1f1486adedcce4b5cc03c9aec5eae479e4fd53999931715f6ec5ad529457c,0x5ddc816dff0c5609255fce18f01a1090b1acf337b947cb42313f53f33f139b59,71,132,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3919315113993585459116,7382097549617,,,,,False
25545734,0xe4a1f1486adedcce4b5cc03c9aec5eae479e4fd53999931715f6ec5ad529457c,0x5ddc816dff0c5609255fce18f01a1090b1acf337b947cb42313f53f33f139b59,71,133,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,,,0,1127969751,597156975680944640,0,False
25545734,0xe4a1f1486adedcce4b5cc03c9aec5eae479e4fd53999931715f6ec5ad529457c,0xdf2004929a46349b67ab66c600ab55776c8aa107009b2c9117387ad2f5bba290,121,275,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,True,,,8794239232829,4672343078150520229561,,,,,False
25545734,0xe4a1f1486adedcce4b5cc03c9aec5eae479e4fd53999931715f6ec5ad529457c,0xdf2004929a46349b67ab66c600ab55776c8aa107009b2c9117387ad2f5bba290,121,276,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Swap,True,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,,,876230067,0,0,464186134586939712,False
25545736,0xda4267e310803a756db280a1a1684ee17e023306c4711ef96c8cb3e14dd2e7ff,0x59cc08468981554c0bfebd1c7a7d222d12b62c4a23c6130fe95586d7a5a3128c,20,93,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,True,,,8796177250432,4671316733917813535033,,,,,False
25545736,0xda4267e310803a756db280a1a1684ee17e023306c4711ef96c8cb3e14dd2e7ff,0x59cc08468981554c0bfebd1c7a7d222d12b62c4a23c6130fe95586d7a5a3128c,20,94,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Swap,True,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,,,1938017603,0,0,1026344232706694528,False
25545736,0xda4267e310803a756db280a1a1684ee17e023306c4711ef96c8cb3e14dd2e7ff,0x3e3b8c0bf251fdfd1b79501648578e498380bb0faafa66c81baa52d2a8224d3f,21,97,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3918396643996425913900,7383833119354,,,,,False
25545736,0xda4267e310803a756db280a1a1684ee17e023306c4711ef96c8cb3e14dd2e7ff,0x3e3b8c0bf251fdfd1b79501648578e498380bb0faafa66c81baa52d2a8224d3f,21,98,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,,,0,1735569737,918469997159545216,0,False
25545736,0xda4267e310803a756db280a1a1684ee17e023306c4711ef96c8cb3e14dd2e7ff,0xbb25dfb9f8659323096f5c75902df46e9829e2ef9798febbd5756a29157562c1,81,381,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3918392940437056508391,7383840119354,,,,,False
25545736,0xda4267e310803a756db280a1a1684ee17e023306c4711ef96c8cb3e14dd2e7ff,0xbb25dfb9f8659323096f5c75902df46e9829e2ef9798febbd5756a29157562c1,81,382,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x5597278e3baa59d53e256db5cbabc9b491499ce5,0x9b533f1ceaa5ceb7e5b8994ef16499e47a66312d,,,0,7000000,3703559369405509,0,False
25545737,0x3bd4fa18e3d4948e23a984157aeb7d49619c8ba7e4289b6796382d6b8c784c78,0x959db73fc19dfc1ee5a746275ba74021f105fc2b518cb63891189a963e768c16,25,98,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,True,,,8796187964322,4671311061252551475384,,,,,False
25545737,0x3bd4fa18e3d4948e23a984157aeb7d49619c8ba7e4289b6796382d6b8c784c78,0x959db73fc19dfc1ee5a746275ba74021f105fc2b518cb63891189a963e768c16,25,99,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Swap,True,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x43de4318b6eb91a7cf37975dbb574396a7b5b5c6,,,10713890,0,0,5672665262059649,False
25545742,0xa2253435e9877bbe7e28568da3207657a990a7e9ad8a5d2081d4018d0beccc5e,0x0a61f731db30f2f0b7401eba5b661f6fe8948a5b6ed713b03cf60aa540e98c82,1,331,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3918377120563144042682,7383870020231,,,,,False
25545742,0xa2253435e9877bbe7e28568da3207657a990a7e9ad8a5d2081d4018d0beccc5e,0x0a61f731db30f2f0b7401eba5b661f6fe8948a5b6ed713b03cf60aa540e98c82,1,332,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0xae0562f6349e1b574a75248bd53848a3039751aa,0xae0562f6349e1b574a75248bd53848a3039751aa,,,0,29900877,15819873912465709,0,False
25545742,0xa2253435e9877bbe7e28568da3207657a990a7e9ad8a5d2081d4018d0beccc5e,0x1952bab7f6c19637836bcc71eed2b97b6bb268b7fc643d0b657897d58fbcf653,22,589,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3918369713525328976226,7383884020231,,,,,False
25545742,0xa2253435e9877bbe7e28568da3207657a990a7e9ad8a5d2081d4018d0beccc5e,0x1952bab7f6c19637836bcc71eed2b97b6bb268b7fc643d0b657897d58fbcf653,22,590,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x5597278e3baa59d53e256db5cbabc9b491499ce5,0x9b533f1ceaa5ceb7e5b8994ef16499e47a66312d,,,0,14000000,7407037815066456,0,False
25545742,0xa2253435e9877bbe7e28568da3207657a990a7e9ad8a5d2081d4018d0beccc5e,0x052bfbdfac5e67ea8c34a20c81df04d7c39e50bf1f4ac8f23428f76942440ecc,107,1043,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3918370583906328976226,7383882384982,,,,,False
25545742,0xa2253435e9877bbe7e28568da3207657a990a7e9ad8a5d2081d4018d0beccc5e,0x052bfbdfac5e67ea8c34a20c81df04d7c39e50bf1f4ac8f23428f76942440ecc,107,1044,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0xa58bdd0ab5ebbb8dc425090fea8fd0ba969c1668,0x111111125421ca6dc452d289314280a0f8842a65,,,870381000000000,0,0,1635249,False
25545744,0xb06f9743928c3b6bd6312f0ad16e5ff425f35ab76cb4f4aae441d9741c23f7dc,0x0bf9107bbd905c0755aea93ee5a82348a2c4d43eb384ea8ce27fa3965dc3561b,13,53,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Sync,True,,,8799597706522,4669506414065889594552,,,,,False
25545744,0xb06f9743928c3b6bd6312f0ad16e5ff425f35ab76cb4f4aae441d9741c23f7dc,0x0bf9107bbd905c0755aea93ee5a82348a2c4d43eb384ea8ce27fa3965dc3561b,13,54,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,Swap,True,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,,,3409742200,0,0,1804647186661880832,False
25545744,0xb06f9743928c3b6bd6312f0ad16e5ff425f35ab76cb4f4aae441d9741c23f7dc,0x994476a5ab7581a749d436f3b67f31d83a4318db77656816518941b5928df310,15,61,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3916894808249036192610,7386672800737,,,,,False
25545744,0xb06f9743928c3b6bd6312f0ad16e5ff425f35ab76cb4f4aae441d9741c23f7dc,0x994476a5ab7581a749d436f3b67f31d83a4318db77656816518941b5928df310,15,62,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Swap,True,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,,,0,2790415755,1475775657292783616,0,False
25545745,0x7bbc4619698dd7d7ac2a6a9b0547292464f4da3abc06fb20ff322fa6c12b10d3,0x3b5b86e193db941f85b256a66d9ccda1cf4842e8d05f120775a355757488e1a3,0,220,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,Sync,True,,,3915914001335508308854,7388528484965,,,,,False
