chain_id,dex_name,factory_address,pair_id,pair_address,token0_address,token1_address,token0_symbol,token1_symbol,token0_decimals,token1_decimals,fee_rate,creation_block,creation_block_source,creation_event_pair_address,creation_event_verified,creation_transaction_hash,factory_get_pair_verified,fee_denominator,fee_numerator,metadata_observed_at_block,requested_token_a,requested_token_b
1,Uniswap v2,0x5C69bEe701ef814a2B6a3EDD4B1652CB9cc5aA6f,WETH_USDC,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,USDC,WETH,6,18,0.003,10008355,factory_pair_created_event,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,True,0xd07cbde817318492092cc7a27b3064a69bd893c01cb593d6029683ffd290ab3a,True,1000,997,latest,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48
1,Uniswap v2,0x5C69bEe701ef814a2B6a3EDD4B1652CB9cc5aA6f,USDC_USDT,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,USDC,USDT,6,6,0.003,10092378,factory_pair_created_event,0x3041cbd36888becc7bbcbc0045e3b1f144466f5f,True,0xfd54d4d5d3dfaf119e833f0ff9174f63597d33cb543ff7de3bae396fc19be5a1,True,1000,997,latest,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7
1,Uniswap v2,0x5C69bEe701ef814a2B6a3EDD4B1652CB9cc5aA6f,USDT_WETH,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,WETH,USDT,18,6,0.003,10093341,factory_pair_created_event,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,True,0xe64069acd123ec94b8a3316378183ba8bf42b40979df3b0bb57b0e7b9e47ef38,True,1000,997,latest,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2
